Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
2_Video_01;18;00:00:00;00:03:35;locationstay;marketplace
2_Video_01;18;00:00:07;00:00:28;interaction;walking
2_Video_01;18;00:00:15;00:00:16;interaction;pointer lock
2_Video_01;18;00:00:35;00:00:52;interaction;walking
2_Video_01;18;00:00:57;00:01:31;interaction;walking,running,jumping
2_Video_01;18;00:01:31;00:01:37;interaction;waving
2_Video_01;18;00:01:37;00:01:47;interaction;standing
2_Video_01;18;00:01:47;00:02:15;interaction;walking,running
2_Video_01;18;00:02:17;00:02:23;interaction;waving
2_Video_01;18;00:02:26;00:02:46;interaction;walking
2_Video_01;18;00:02:46;00:02:52;interaction;standing,thumbs up
2_Video_01;18;00:02:52;00:03:16;interaction;running
2_Video_01;18;00:03:16;00:03:30;interaction;waving
2_Video_01;18;00:03:30;00:03:35;interaction;walking
2_Video_02;18;00:00:00;00:01:08;locationstay;street,house
2_Video_02;18;00:00:02;00:00:28;interaction;walking
2_Video_02;18;00:00:28;00:00:35;interaction;considering
2_Video_02;18;00:00:35;00:00:49;interaction;walking,running
2_Video_02;18;00:00:49;00:00:57;interaction;waving,turning
2_Video_02;18;00:00:57;00:01:08;interaction;running
2_Video_02;18;00:01:08;00:01:09;teleport;street
2_Video_02;18;00:01:09;00:01:21;interaction;walking
2_Video_02;18;00:01:21;00:01:28;interaction;considering
2_Video_02;18;00:01:28;00:01:31;interaction;walking
2_Video_02;18;00:01:31;00:01:32;teleport;street
2_Video_02;18;00:01:32;00:01:36;interaction;walking
2_Video_02;18;00:01:36;00:01:44;interaction;waving,turning
2_Video_02;18;00:01:44;00:02:12;interaction;walking,running
2_Video_02;18;00:02:12;00:02:22;mainmenu;info
2_Video_02;18;00:02:22;00:02:43;interaction;walking
2_Video_02;18;00:02:43;00:02:44;teleport;street
2_Video_02;18;00:02:44;00:02:49;interaction;walking
2_Video_02;18;00:02:49;00:03:00;interaction;waving,standing
2_Video_02;18;00:03:00;00:03:15;interaction;running
2_Video_02;18;00:03:15;00:03:21;interaction;considering
2_Video_02;18;00:03:21;00:03:36;interaction;walking
2_Video_02;18;00:03:36;00:03:37;teleport;street
2_Video_02;18;00:03:37;00:03:55;interaction;considering
2_Video_02;18;00:03:55;00:04:00;interaction;walking
2_Video_02;18;00:04:00;00:04:04;mainmenu;travel
2_Video_02;18;00:04:04;00:04:07;loadingscreen;location,change
2_Video_02;18;00:04:07;00:04:08;teleport;house
2_Video_02;18;00:04:08;00:04:24;interaction;walking
2_Video_03;18;00:00:00;00:04:30;locationstay;street,house
2_Video_03;18;00:00:03;00:00:53;interaction;walking
2_Video_03;18;00:00:53;00:01:29;dialog;talking,avatar
2_Video_03;18;00:01:29;00:02:20;interaction;walking,running
2_Video_03;18;00:02:20;00:02:25;interaction;standing
2_Video_03;18;00:02:25;00:02:59;interaction;walking,running
2_Video_03;18;00:02:59;00:03:35;dialog;talking,avatar
2_Video_03;18;00:03:35;00:04:30;interaction;walking,running
2_Video_04;18;00:00:00;00:04:24;locationstay;galery,exhibition
2_Video_04;18;00:00:05;00:00:36;interaction;walking,running
2_Video_04;18;00:00:36;00:00:44;interaction;waving,standing
2_Video_04;18;00:00:44;00:00:46;interaction;walking,running
2_Video_04;18;00:00:46;00:01:23;dialog;talking,avatar
2_Video_04;18;00:01:13;00:01:23;interaction;emoji,reaction
2_Video_04;18;00:01:23;00:02:30;interaction;walking,running
2_Video_04;18;00:02:30;00:02:37;interaction;considering
2_Video_04;18;00:02:37;00:02:49;interaction;walking,running
2_Video_04;18;00:02:49;00:02:54;interaction;considering
2_Video_04;18;00:02:54;00:03:16;interaction;walking,running
2_Video_04;18;00:03:16;00:03:46;dialog;talking,avatar
2_Video_04;18;00:03:46;00:04:12;interaction;walking,running,jumping
2_Video_04;18;00:04:12;00:04:24;interaction;considering
2_Video_05;18;00:00:00;00:04:50;locationstay;galery,exhibition,museum
2_Video_05;18;00:00:04;00:00:15;interaction;walking,running
2_Video_05;18;00:00:15;00:00:28;interaction;waving,standing
2_Video_05;18;00:00:28;00:00:48;interaction;walking,running
2_Video_05;18;00:00:48;00:01:31;interaction;standing,considering
2_Video_05;18;00:01:31;00:01:58;interaction;walking,running
2_Video_05;18;00:01:58;00:02:11;interaction;waving,standing
2_Video_05;18;00:02:11;00:02:12;teleport;galery,exhibition,museum
2_Video_05;18;00:02:15;00:02:25;interaction;walking,running
2_Video_05;18;00:02:25;00:02:32;interaction;standing
2_Video_05;18;00:02:32;00:02:33;teleport;galery,exhibition,museum
2_Video_05;18;00:02:33;00:02:35;interaction;walking,running
2_Video_05;18;00:02:35;00:02:37;teleport;galery,exhibition,museum
2_Video_05;18;00:02:37;00:03:00;interaction;waving,standing
2_Video_05;18;00:03:00;00:03:05;interaction;walking,running
2_Video_05;18;00:03:05;00:03:21;interaction;standing,considering
2_Video_05;18;00:03:21;00:03:53;interaction;walking,running
2_Video_05;18;00:03:53;00:03:55;teleport;galery,exhibition,museum
2_Video_05;18;00:03:55;00:03:58;interaction;walking,running
2_Video_05;18;00:03:58;00:04:00;teleport;galery,exhibition,museum
2_Video_05;18;00:04:00;00:04:19;interaction;waving,standing
2_Video_05;18;00:04:19;00:04:50;interaction;standing,considering
2_Video_06;18;00:00:00;00:04:59;locationstay;galery,exhibition,museum
2_Video_06;18;00:00:00;00:00:06;interaction;standing
2_Video_06;18;00:00:06;00:00:07;teleport;galery,exhibition,museum
2_Video_06;18;00:00:07;00:00:17;interaction;walking,running
2_Video_06;18;00:00:17;00:00:25;interaction;standing
2_Video_06;18;00:00:25;00:01:13;interaction;walking,running
2_Video_06;18;00:01:13;00:01:26;dialog;talking,avatar
2_Video_06;18;00:01:26;00:01:40;interaction;walking,running
2_Video_06;18;00:01:40;00:01:49;interaction;waving,standing
2_Video_06;18;00:01:49;00:02:12;interaction;walking,running
2_Video_06;18;00:01:58;00:02:46;dialog;talking,avatar
2_Video_06;18;00:02:12;00:02:42;interaction;standing,considering
2_Video_06;18;00:02:42;00:02:56;interaction;walking,running
2_Video_06;18;00:02:56;00:02:57;teleport;galery,exhibition,museum
2_Video_06;18;00:02:57;00:02:59;teleport;galery,exhibition,museum
2_Video_06;18;00:02:58;00:03:28;interaction;walking,running
2_Video_06;18;00:03:28;00:03:50;dialog;talking,chat
2_Video_06;18;00:03:50;00:04:22;interaction;walking,running
2_Video_06;18;00:04:22;00:04:43;dialog;talking,avatar
2_Video_06;18;00:04:41;00:04:55;interaction;walking,running
2_Video_06;18;00:04:55;00:04:58;mainmenu;travel
2_Video_06;18;00:04:58;00:04:59;loadingscreen;location,change
2_Video_07;18;00:00:00;00:05:01;locationstay;playground,exhibition,sportsfield
2_Video_07;18;00:00:03;00:00:27;interaction;walking,running
2_Video_07;18;00:00:27;00:00:43;interaction;waving,standing
2_Video_07;18;00:00:43;00:01:05;dialog;talking,avatar
2_Video_07;18;00:01:05;00:01:09;interaction;walking,running
2_Video_07;18;00:01:09;00:01:32;interaction;standing,considering
2_Video_07;18;00:01:32;00:02:20;interaction;walking,running
2_Video_07;18;00:02:20;00:02:50;interaction;standing,considering
2_Video_07;18;00:02:50;00:02:53;interaction;walking,running
2_Video_07;18;00:02:53;00:03:00;interaction;waving,standing
2_Video_07;18;00:03:00;00:03:41;interaction;walking,running
2_Video_07;18;00:03:41;00:03:49;interaction;waving,standing
2_Video_07;18;00:03:49;00:04:19;interaction;walking,running
2_Video_07;18;00:04:19;00:04:42;interaction;standing,considering
2_Video_07;18;00:04:42;00:04:44;interaction;walking,running
2_Video_07;18;00:04:44;00:04:57;dialog;talking, chat
2_Video_07;18;00:04:57;00:05:01;interaction;waving,standing
2_Video_08;18;00:00:00;00:05:00;locationstay;parking,lot,street,bowling,pin,japanese,world,race,track
2_Video_08;18;00:00:06;00:01:57;interaction;driving,car
2_Video_08;18;00:01:57;00:02:39;interaction;driving,car
2_Video_08;18;00:02:39;00:03:26;interaction;walking,running,jumping,standing,sitting
2_Video_08;18;00:03:26;00:05:00;interaction;driving,car
2_Video_09;18;00:00:00;00:04:59;locationstay;game,treasure,island
2_Video_09;18;00:00:09;00:00:31;dialog;talking,chat
2_Video_09;18;00:00:31;00:00:54;uncertainty;map
2_Video_09;18;00:00:54;00:02:09;interaction;walking,running,jumping,standing,waving
2_Video_09;18;00:02:09;00:02:34;uncertainty;map
2_Video_09;18;00:02:34;00:02:54;interaction;playing,game
2_Video_09;18;00:02:54;00:03:43;interaction;walking,standing
2_Video_09;18;00:03:43;00:03:56;uncertainty;map
2_Video_09;18;00:03:56;00:04:05;interaction;walking
2_Video_09;18;00:04:05;00:04:21;interaction;playing,game
2_Video_09;18;00:04:21;00:04:59;interaction;walking,running,standing,waving
2_Video_10;18;00:00:00;00:04:37;locationstay;galery,exhibition,house,sea
2_Video_10;18;00:00:00;00:00:50;interaction;walking,standing
2_Video_10;18;00:00:50;00:01:01;interaction;standing,considering
2_Video_10;18;00:01:01;00:01:20;dialog;talking,chat
2_Video_10;18;00:01:20;00:01:55;interaction;walking,standing
2_Video_10;18;00:01:55;00:02:10;interaction;standing,considering
2_Video_10;18;00:02:10;00:02:49;interaction;walking,standing,sitting
2_Video_10;18;00:02:49;00:03:00;interaction;standing,considering
2_Video_10;18;00:03:00;00:03:12;interaction;walking,standing
2_Video_10;18;00:03:12;00:03:13;teleport;galery,exhibition,house,sea
2_Video_10;18;00:03:13;00:03:14;interaction;walking,standing
2_Video_10;18;00:03:14;00:03:15;teleport;galery,exhibition,house,sea
2_Video_10;18;00:03:15;00:03:31;interaction;walking,standing
2_Video_10;18;00:03:31;00:03:39;interaction;standing,considering
2_Video_10;18;00:03:39;00:04:10;interaction;walking,standing
2_Video_10;18;00:04:10;00:04:27;dialog;talking,chat
2_Video_10;18;00:04:27;00:04:35;interaction;standing
2_Video_10;18;00:04:35;00:04:37;mainmenu;travel
2_Video_10;18;00:04:37;00:04:41;loadingscreen;location,change
2_Video_10;18;00:04:41;00:04:57;locationstay;house,room,hotel,france
2_Video_10;18;00:04:41;00:04:57;interaction;walking,standing
2_Video_11;18;00:00:00;00:04:52;locationstay;living,room,palms,beach,house,stairs,dining
2_Video_11;18;00:00:00;00:00:40;interaction;walking,standing,waving
2_Video_11;18;00:00:40;00:00:50;dialog;talking,avatar,standing
2_Video_11;18;00:00:50;00:02:21;interaction;walking,standing,running,waving
2_Video_11;18;00:02:21;00:02:36;dialog;talking,avatar,standing
2_Video_11;18;00:02:36;00:04:52;interaction;walking,standing,running,waving,jumping,sitting
2_Video_12;18;00:00:00;00:04:55;locationstay;theatre,sea,jet,ski
2_Video_12;18;00:00:00;00:00:55;interaction;walking,standing,running
2_Video_12;18;00:00:55;00:01:00;dialog;talking,chat
2_Video_12;18;00:01:00;00:01:47;interaction;walking,standing
2_Video_12;18;00:01:47;00:02:00;dialog;talking,chat
2_Video_12;18;00:02:00;00:03:49;interaction;walking,standing,running,sitting
2_Video_12;18;00:03:49;00:03:58;dialog;talking,chat
2_Video_12;18;00:03:58;00:04:55;interaction;walking,standing,jumping,running
2_Video_13;18;00:00:00;00:04:52;locationstay;theatre,sea,jet,ski
2_Video_13;18;00:00:00;00:00:20;interaction;walking,standing,running
2_Video_13;18;00:00:20;00:00:32;dialog;talking,chat
2_Video_13;18;00:00:32;00:01:19;interaction;walking,standing,jumping,sitting
2_Video_13;18;00:01:19;00:01:31;interaction;driving,jet,ski
2_Video_13;18;00:01:31;00:01:39;interaction;walking,standing,jumping
2_Video_13;18;00:01:39;00:01:40;teleport;theatre,sea,jet,ski
2_Video_13;18;00:01:40;00:02:00;interaction;walking,standing
2_Video_13;18;00:02:00;00:02:01;teleport;theatre,sea,jet,ski,tiger
2_Video_13;18;00:02:01;00:02:05;interaction;walking,standing
2_Video_13;18;00:02:05;00:02:42;dialog;talking,chat
2_Video_13;18;00:02:42;00:03:09;interaction;walking,standing,running
2_Video_13;18;00:03:09;00:03:22;interaction;driving,jet,ski
2_Video_13;18;00:03:22;00:04:13;interaction;walking,standing,jumping,running
2_Video_13;18;00:04:13;00:04:14;teleport;theatre,sea,jet,ski
2_Video_13;18;00:04:14;00:04:27;interaction;walking,standing,jumping
