Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
11_Video_1;16;00:00:00;00:00:02;locationstay;front yard,walking
11_Video_1;16;00:00:02;00:00:05;interaction;open,door
11_Video_1;16;00:00:05;00:00:07;locationstay;meadow,trees,walking
11_Video_1;16;00:00:07;00:00:08;locationstay;front yard,walking
11_Video_1;16;00:00:08;00:00:09;interaction;open,door
11_Video_1;16;00:00:09;00:00:10;interaction;close,door
11_Video_1;16;00:00:10;00:00:12;locationstay;workshop,walking
11_Video_1;16;00:00:12;00:00:16;interaction;take,meat
11_Video_1;16;00:00:16;00:00:18;locationstay;workshop,walking
11_Video_1;16;00:00:18;00:00:23;interaction;crafting,axe
11_Video_1;16;00:00:23;00:00:24;interaction;take,axe
11_Video_1;16;00:00:24;00:00:26;interaction;storing,meat
11_Video_1;16;00:00:26;00:00:27;locationstay;workshop,walking
11_Video_1;16;00:00:27;00:00:28;interaction;open,door
11_Video_1;16;00:00:28;00:00:30;interaction;close,door
11_Video_1;16;00:00:30;00:00:32;locationstay;front yard,walking
11_Video_1;16;00:00:32;00:00:57;locationstay;meadow,trees,walking
11_Video_1;16;00:00:57;00:01:02;locationstay;lake,water,swimming
11_Video_2;16;00:00:00;00:00:07;interaction;cut,tree
11_Video_2;16;00:00:07;00:00:10;locationstay;meadow,trees,walking
11_Video_2;16;00:00:10;00:00:11;locationstay;meadow,trees,running
11_Video_2;16;00:00:10;00:00:19;locationstay;meadow,trees,jumping
11_Video_2;16;00:00:19;00:00:21;locationstay;meadow,trees,standing
11_Video_2;16;00:00:21;00:00:33;locationstay;meadow,trees,walking
11_Video_2;16;00:00:33;00:00:34;locationstay;meadow,trees,standing
11_Video_2;16;00:00:34;00:00:33;locationstay;meadow,trees,walking
11_Video_2;16;00:01:01;00:01:03;locationstay;front yard,walking
11_Video_2;16;00:01:03;00:01:04;interaction;open,door
11_Video_2;16;00:01:04;00:01:05;interaction;close,door
11_Video_2;16;00:01:05;00:01:15;interaction;storing,items
11_Video_2;16;00:01:16;00:01:17;locationstay;workshop,walking
11_Video_2;16;00:01:17;00:01:23;interaction;crafting,planks
11_Video_3;16;00:00:00;00:00:03;locationstay;village,desert,walking
11_Video_3;16;00:00:03;00:00:04;interaction;open,door
11_Video_3;16;00:00:03;00:00:06;interaction;close,door
11_Video_3;16;00:00:06;00:00:08;locationstay;house,bed
11_Video_3;16;00:00:08;00:00:09;interaction;try,sleeping,bed
11_Video_3;16;00:00:09;00:00:11;dialog;alert,failed
11_Video_3;16;00:00:11;00:00:15;interaction;choose,weapon
11_Video_3;16;00:00:15;00:00:16;interaction;open,door
11_Video_3;16;00:00:16;00:00:19;interaction;fight,zombie,child
11_Video_3;16;00:00:19;00:00:20;interaction;close,door
11_Video_3;16;00:00:20;00:00:21;locationstay;house,bed
11_Video_3;16;00:00:21;00:00:29;teleport;sleeping
11_Video_3;16;00:00:29;00:00:30;interaction;open,door
11_Video_3;16;00:00:30;00:00:32;interaction;close,door
11_Video_3;16;00:00:32;00:00:40;locationstay;village,desert,running
11_Video_3;16;00:00:40;00:00:41;interaction;open,door
11_Video_3;16;00:00:41;00:00:43;locationstay;house,chest
11_Video_3;16;00:00:43;00:00:45;interaction;close,door
11_Video_3;16;00:00:45;00:00:52;interaction;crafting,axe
11_Video_3;16;00:00:52;00:00:54;interaction;take,axe
11_Video_3;16;00:00:40;00:00:41;interaction;open,door
11_Video_3;16;00:00:41;00:00:57;locationstay;village,desert,walking
11_Video_3;16;00:00:57;00:00:59;locationstay;village,desert,running
11_Video_3;16;00:00:59;00:01:07;locationstay;desert,running
11_Video_3;16;00:01:07;00:01:08;locationstay;desert,standing
11_Video_3;16;00:01:08;00:01:25;locationstay;desert,running
11_Video_3;16;00:01:25;00:01:38;locationstay;meadow,trees,running
11_Video_3;16;00:01:38;00:01:39;locationstay;choose,axe
11_Video_3;16;00:01:39;00:01:45;interaction;cut,tree
11_Video_3;16;00:01:45;00:02:01;locationstay;meadow,trees,running
11_Video_4;16;00:00:00;00:00:08;locationstay;village,forest,walking
11_Video_4;16;00:00:08;00:00:10;interaction;open,door
11_Video_4;16;00:00:10;00:00:11;interaction;open,chest
11_Video_4;16;00:00:11;00:00:18;interaction;take,gunpowder,music disc,iron ingot,name tag,gold ingot,bread
11_Video_4;16;00:00:18;00:00:19;interaction;close,chest
11_Video_4;16;00:00:19;00:00:23;locationstay;house,living room,walking
11_Video_4;16;00:00:23;00:00:26;locationstay;house,staircase,walking
11_Video_4;16;00:00:26;00:00:27;locationstay;house,bedroom,walking
11_Video_4;16;00:00:27;00:00:28;interaction;open,door
11_Video_4;16;00:00:28;00:00:32;locationstay;house,balcony,forest,sea,standing
11_Video_4;16;00:00:32;00:00:34;locationstay;house,bedroom,walking
11_Video_4;16;00:00:34;00:00:35;interaction;open,door
11_Video_4;16;00:00:35;00:00:37;locationstay;house,bedroom,walking
11_Video_4;16;00:00:37;00:00:39;locationstay;house,staircase,jumping
11_Video_4;16;00:00:39;00:00:43;locationstay;house,living room,walking
11_Video_4;16;00:00:43;00:01:01;locationstay;village,forest,walking
11_Video_5;16;00:00:00;00:00:04;locationstay;village,forest,walking
11_Video_5;16;00:00:04;00:00:05;interaction;open,chest
11_Video_5;16;00:00:05;00:00:06;interaction;close,chest
11_Video_5;16;00:00:06;00:00:15;locationstay;village,forest,walking
11_Video_5;16;00:00:15;00:00:16;locationstay;house,living room,walking
11_Video_5;16;00:00:16;00:00:17;interaction;open,chest
11_Video_5;16;00:00:17;00:00:20;interaction;take,saddle
11_Video_5;16;00:00:20;00:00:21;interaction;close,chest
11_Video_5;16;00:00:21;00:00:23;locationstay;house,living room,walking
11_Video_5;16;00:00:23;00:00:42;locationstay;village,forest,walking
11_Video_5;16;00:00:42;00:00:43;locationstay;village,forest,standing
11_Video_5;16;00:00:43;00:00:48;locationstay;village,forest,walking
11_Video_5;16;00:00:48;00:00:52;locationstay;village,stable,walking
11_Video_6;16;00:00:00;00:00:02;locationstay;village,wheat field,walking
11_Video_6;16;00:00:02;00:00:18;locationstay;village,forest,walking
