Video;Editor;Scenestart (HH:MM:SS);Sceneend (HH:MM:SS);Eventtype;Additional Information
13_Video_01;23;00:00:00;00:00:08;mainmenu;starting game
13_Video_01;23;00:00:09;00:01:01;loadingscreen;loading game
13_Video_01;23;00:01:02;00:02:05;mainmenu;reading,scrolling
13_Video_01;23;00:02:06;00:03:53;loadingscreen;loading game
13_Video_01;23;00:03:54;00:04:37;locationstay;understand control, joining game
13_Video_01;23;00:04:38;00:10:49;interaction;playing game
13_Video_01;23;00:10:50;00:10:51;teleport;teleport,post game lobby
13_Video_01;23;00:10:52;00:11:41;locationstay;post game lobby
13_Video_01;23;00:11:42;00:21:43;interaction;playing game
13_Video_01;23;00:21:44;00:21:45;teleport;teleport,post game lobby
13_Video_01;23;00:21:45;00:21:57;locationstay;post game lobby
13_Video_01;23;00:21:58;00:22:06;mainmenu;closing game
13_Video_02;23;00:00:00;00:00:16;mainmenu;scrolling, reading
13_Video_02;23;00:00:17;00:00:26;interaction;moving around
13_Video_02;23;00:00:27;00:00:36;dialog;listening
13_Video_02;23;00:00:37;00:01:24;interaction;moving around
13_Video_02;23;00:01:25;00:01:27;interaction;starting game
13_Video_02;23;00:01:28;00:01:40;loadingscreen;loading game
13_Video_02;23;00:01:41;00:02:26;interaction;moving around
13_Video_02;23;00:02:27;00:02:45;interaction;using switch
13_Video_02;23;00:02:46;00:02:51;interaction;moving around
13_Video_02;23;00:02:52;00:03:23;interaction;grabbing items
13_Video_02;23;00:03:24;00:04:00;interaction;moving around
13_Video_02;23;00:04:01;00:04:03;interaction;leaving game
13_Video_02;23;00:04:04;00:04:22;loadingscreen;loading
13_Video_02;23;00:04:23;00:04:48;interaction;moving around
13_Video_02;23;00:04:49;00:05:19;interaction;examine switch
13_Video_02;23;00:05:20;00:05:29;interaction;moving around
13_Video_02;23;00:05:30;00:05:46;interaction;grabbing popcorn
13_Video_02;23;00:05:47;00:06:51;dialog;greeting,talking
13_Video_02;23;00:06:52;00:07:08;interaction;taking photo
13_Video_02;23;00:07:09;00:07:25;locationstay;standing
13_Video_02;23;00:07:26;00:07:30;mainmenu;stop recording
13_Video_03;23;00:00:00;00:00:04;mainmenu;start recording
13_Video_03;23;00:00:05;00:00:38;locationstay;standing
13_Video_03;23;00:00:39;00:01:00;mainmenu;settings
13_Video_03;23;00:01:01;00:01:32;interaction;using emotes
13_Video_03;23;00:01:33;00:02:40;interaction;jumping
13_Video_03;23;00:02:41;00:02:47;interaction;moving around
13_Video_03;23;00:02:48;00:03:20;interaction;grabbing headphones
13_Video_03;23;00:03:21;00:03:38;interaction;moving around
13_Video_03;23;00:03:38;00:04:57;interaction;clicking buttons,jumping
13_Video_04;23;00:04:58;00:04:59;mainmenu;stop recording
13_Video_04;23;00:00:00;00:00:20;mainmenu;start application
13_Video_04;23;00:00:21;00:02:02;loadingscreen;loading application
13_Video_04;23;00:02:03;00:02:34;locationstay;looking
13_Video_04;23;00:02:35;00:03:25;interaction;painting,items
13_Video_04;23;00:03:26;00:03:45;interaction;moving around
13_Video_04;23;00:03:46;00:04:14;loadingscreen;loading application
13_Video_04;23;00:04:15;00:05:30;locationstay;inspecting area
13_Video_04;23;00:05:31;00:05:48;interaction;settings
13_Video_04;23;00:05:49;00:08:33;interaction;moving around
13_Video_04;23;00:08:34;00:09:12;loadingscreen;loading application
13_Video_04;23;00:09:13;00:09:47;interaction;moving around
