Video;Metaverse name;Editor;Frame (from);Frame (to, optional);Action;Relevant Objects;Description
7_Video_01.mp4;Axie Infinity;7;1.0;1021.0;E0;Weltkarte;Navigation durch die Adventure-Welt
7_Video_01.mp4;Axie Infinity;7;152.0;377.0;E1;Levelbeschreibung;Anzeigen der Levelbeschreibung mit allen Informationen
7_Video_01.mp4;Axie Infinity;7;363.0;377.0;E3;Levelbeschreibung, Abbruch-Button;Schließen der Levelbeschreibung und zurück zur Adventure-Welt-Karte
7_Video_01.mp4;Axie Infinity;7;805.0;1021.0;E1;Levelbeschreibung;Anzeigen der Levelbeschreibung mit allen Informationen
7_Video_01.mp4;Axie Infinity;7;1003.0;1021.0;E2;Levelbeschreibung, Start-Button;Bestätigen der Levelauswahl und Aufruf zum Laden des Levels
7_Video_01.mp4;Axie Infinity;7;1022.0;1289.0;Z0;-;Spiel ist im Ladezustand
7_Video_01.mp4;Axie Infinity;7;1290.0;6713.0;B0;eigene Axies, Gegner;Kampf im Adventure-Modus
7_Video_01.mp4;Axie Infinity;7;1297.0;3210.0;B7;Spielkarten, End-Turn-Button;End-Turn-Button erscheint und Spielkarten werden zur Auswahl während des eigenen Zugs verteilt
7_Video_01.mp4;Axie Infinity;7;1671.0;1825.0;B1;Kampfkarte, eigenes Axie links, Gegner;Kampfkarte gespielt: Gegner wird angegriffen
7_Video_01.mp4;Axie Infinity;7;2001.0;2183.0;B5;Statuskarte, eigenes Axie rechts;Statuskarte gespielt: eigenes Axie rechts wird ausgewählt und Status vom Axie wird geändert
7_Video_01.mp4;Axie Infinity;7;2353.0;2512.0;B1;Kampfkarte, eigenes Axie rechts, Gegner;Kampfkarte gespielt: Gegner wird angegriffen
7_Video_01.mp4;Axie Infinity;7;2800.0;3083.0;B1;Kampfkarte, eigenes Axie links, Gegner links;Kampfkarte gespielt: Gegner links wird ausgewählt und Gegner wird angegriffen
7_Video_01.mp4;Axie Infinity;7;3187.0;3210.0;B6;End-Turn-Button;End-Turn-Button verschwindet und Beenden des eigenen Spielzugs und der Gegner ist danach an der Reihe
7_Video_01.mp4;Axie Infinity;7;3491.0;4664.0;B7;Spielkarten, End-Turn-Button;End-Turn-Button erscheint und Spielkarten werden zur Auswahl während des eigenen Zugs verteilt
